order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
2497,Order Finished,Michael Moore,2012-08-26,21,7258235,0.06,435494,Technology,Telephones & Communication
2630,Order Finished,Patrick Ryan,2012-10-23,31,293020,0.04,11721,Office Supplies,Paper
2657,Order Finished,Troy Blackwell,2011-10-16,30,16633520,0.05,831676,Office Supplies,Appliances
2688,Order Finished,Thais Sissman,2012-01-23,31,4160070,0.1,416007,Technology,Telephones & Communication
2816,Order Finished,Ross Baird,2009-09-19,35,1575120,0.0,0,Office Supplies,Pens & Art Supplies
2818,Order Finished,Ross Baird,2009-12-11,37,1131820,0.05,56591,Furniture,Office Furnishings
3040,Order Finished,Tracy Zic,2010-04-11,13,196780,0.01,1968,Office Supplies,Paper
3108,Order Finished,Jack Garza,2010-08-04,36,130780,0.09,11770,Office Supplies,Pens & Art Supplies
3459,Order Finished,Gary Mc Garr,2009-07-27,24,4304808,0.1,430481,Technology,Telephones & Communication
3488,Order Finished,Mick Crebagga,2011-01-07,39,9338380,0.06,560303,Furniture,Chairs & Chairmats
3492,Order Finished,Roy Skaria,2009-11-23,35,4787260,0.04,191490,Office Supplies,Binders & Binder Accessories
3553,Order Finished,Roy Skaria,2009-05-17,7,41000,0.06,2460,Office Supplies,Pens & Art Supplies
3622,Order Finished,Steven Ward,2011-11-26,16,153200,0.01,1532,Office Supplies,Binders & Binder Accessories
3810,Order Finished,Tanja Norvell,2012-09-16,40,443720,0.09,39935,Office Supplies,Appliances
4451,Order Finished,Tanja Norvell,2009-09-30,47,1985900,0.04,79436,Office Supplies,Pens & Art Supplies
4516,Order Finished,Ryan Crowe,2009-03-28,42,589560,0.05,29478,Office Supplies,Paper
4578,Order Finished,Roy Skaria,2012-09-12,45,565420,0.09,50888,Office Supplies,Paper
4611,Order Finished,Steven Ward,2010-01-09,32,32344880,0.03,970346,Technology,Office Machines
5281,Order Finished,Irene Maddox,2011-11-01,36,9467400,0.0,0,Furniture,Chairs & Chairmats
5635,Order Finished,Nick Radford,2012-08-15,17,397560,0.02,7951,Office Supplies,Binders & Binder Accessories
5696,Order Finished,Theresa Swint,2011-05-03,4,4412340,0.02,88247,Office Supplies,Binders & Binder Accessories
5921,Order Finished,Maurice Satty,2009-04-06,27,769480,0.01,7695,Office Supplies,Storage & Organization
6241,Order Returned,Henry Goldwyn,2009-12-29,24,267880,0.08,21430,Office Supplies,Pens & Art Supplies
6406,Order Finished,Mick Crebagga,2009-08-14,43,185260,0.05,9263,Office Supplies,"Scissors, Rulers & Trimmers"
6625,Order Finished,Roy Skaria,2010-08-15,23,42125820,0.01,421258,Furniture,Bookcases
6854,Order Finished,Victor Price,2009-01-06,1,44260,0.07,3098,Office Supplies,Binders & Binder Accessories
7335,Order Finished,Maureen Grace,2010-05-29,43,7363499,0.01,73635,Technology,Telephones & Communication
7457,Order Finished,Eric Hoffmann,2010-09-30,36,4600900,0.02,92018,Office Supplies,Envelopes
7653,Order Finished,Jill Stevenson,2012-02-27,32,2850120,0.1,285012,Office Supplies,Paper
7783,Order Finished,Evan Bailliet,2012-01-12,3,62700,0.03,1881,Office Supplies,Binders & Binder Accessories
7905,Order Finished,Meg Tillman,2009-06-03,46,22115200,0.08,1769216,Furniture,Tables
8064,Order Finished,Gary Mc Garr,2011-05-12,44,20891900,0.07,1462433,Furniture,Chairs & Chairmats
8130,Order Finished,Russell D'Ascenzo,2012-05-13,15,132660,0.03,3980,Office Supplies,Binders & Binder Accessories
8294,Order Finished,Gary Hwang,2012-06-20,28,395148,0.05,19757,Technology,Telephones & Communication
8384,Order Finished,Meg Tillman,2010-05-05,37,9871440,0.07,691001,Furniture,Bookcases
8580,Order Finished,Joseph Airdo,2011-03-22,12,302980,0.0,0,Office Supplies,Envelopes
8646,Order Finished,Emily Ducich,2009-04-09,8,171700,0.03,5151,Office Supplies,Appliances
8993,Order Finished,Stewart Visinsky,2011-05-28,41,344300,0.02,6886,Office Supplies,Labels
8996,Order Finished,Tanja Norvell,2011-06-02,13,1544535,0.02,30891,Technology,Telephones & Communication
8998,Order Finished,Linda Southworth,2010-01-03,37,3535760,0.07,247503,Office Supplies,Appliances
9124,Order Finished,Henry Goldwyn,2011-10-16,17,5275560,0.04,211022,Technology,Computer Peripherals
9152,Order Returned,Steven Cartwright,2010-08-20,43,585616,0.05,29281,Technology,Telephones & Communication
9312,Order Finished,Steven Cartwright,2012-05-18,43,2321100,0.05,116055,Furniture,Chairs & Chairmats
9700,Order Finished,Sue Ann Reed,2011-08-08,35,212120,0.08,16970,Office Supplies,"Scissors, Rulers & Trimmers"
9826,Order Finished,Irene Maddox,2012-03-22,7,263220,0.01,2632,Technology,Computer Peripherals
9954,Order Finished,Thais Sissman,2009-06-19,36,20245440,0.07,1417181,Furniture,Chairs & Chairmats
10081,Order Finished,Sanjit Engle,2010-08-07,49,2116860,0.02,42337,Furniture,Office Furnishings
10272,Order Finished,Katherine Ducich,2009-01-17,3,598160,0.03,17945,Office Supplies,Envelopes
10530,Order Finished,Victor Price,2009-01-27,4,754426,0.02,15089,Technology,Telephones & Communication
11270,Order Finished,Tanja Norvell,2011-06-30,15,280140,0.04,11206,Office Supplies,Binders & Binder Accessories
11431,Order Finished,Eric Hoffmann,2012-08-01,5,79360,0.09,7142,Office Supplies,Paper
11815,Order Finished,Mike Gockenbach,2011-09-12,22,702540,0.08,56203,Office Supplies,"Scissors, Rulers & Trimmers"
12097,Order Finished,Tanja Norvell,2010-11-09,9,99780,0.06,5987,Office Supplies,Paper
12196,Order Finished,Tracy Zic,2010-06-02,32,1199040,0.04,47962,Technology,Office Machines
12451,Order Returned,Thais Sissman,2010-04-19,26,7324320,0.01,73243,Furniture,Bookcases
12483,Order Returned,Tom Zandusky,2010-08-04,14,3352880,0.02,67058,Office Supplies,Binders & Binder Accessories
12867,Order Finished,Thais Sissman,2011-03-11,6,254980,0.08,20398,Technology,Computer Peripherals
12903,Order Returned,Sue Ann Reed,2009-09-25,2,126854,0.07,8880,Technology,Telephones & Communication
13762,Order Finished,Denny Joy,2010-06-21,8,110000,0.05,5500,Office Supplies,Binders & Binder Accessories
14336,Order Finished,Steven Ward,2009-11-18,4,349100,0.05,17455,Technology,Computer Peripherals
14400,Order Finished,Henia Zydlo,2009-02-04,32,148680,0.05,7434,Office Supplies,Binders & Binder Accessories
14500,Order Finished,Tracy Collins,2011-06-24,44,1679400,0.07,117558,Office Supplies,Paper
14534,Order Returned,Valerie Dominguez,2010-07-18,46,1491980,0.02,29840,Technology,Computer Peripherals
14884,Order Finished,Michael Moore,2011-09-27,6,947971,0.06,56878,Technology,Telephones & Communication
15075,Order Finished,Natalie Webber,2009-10-04,24,3096860,0.02,61937,Furniture,Office Furnishings
15234,Order Finished,Toby Knight,2010-03-12,21,4371907,0.1,437191,Technology,Telephones & Communication
15270,Order Finished,Maria Zettner,2009-01-31,36,515820,0.0,0,Office Supplies,Paper
15296,Order Finished,Nick Radford,2012-08-07,38,12433200,0.02,248664,Office Supplies,Storage & Organization
15335,Order Finished,Thea Hudgings,2010-09-17,26,1531920,0.1,153192,Technology,Computer Peripherals
15712,Order Returned,Natalie Webber,2012-12-04,1,205800,0.07,14406,Furniture,Bookcases
15906,Order Finished,Ross Baird,2010-09-27,8,4349920,0.05,217496,Technology,Office Machines
16005,Order Finished,Maurice Satty,2012-12-24,7,102060,0.09,9185,Office Supplies,Binders & Binder Accessories
16225,Order Finished,Tanja Norvell,2009-05-28,30,1100580,0.03,33017,Office Supplies,Storage & Organization
16262,Order Finished,Linda Southworth,2011-01-01,11,125680,0.06,7541,Office Supplies,Paper
16321,Order Finished,Roy Skaria,2009-10-01,50,14313120,0.03,429394,Office Supplies,Storage & Organization
16679,Order Returned,Ryan Crowe,2009-11-08,29,12963900,0.09,1166751,Furniture,Chairs & Chairmats
16775,Order Finished,Natalie Webber,2012-11-22,49,4938300,0.04,197532,Office Supplies,Paper
16834,Order Finished,Sue Ann Reed,2010-10-23,33,926840,0.08,74147,Office Supplies,Binders & Binder Accessories
16837,Order Finished,Jill Stevenson,2011-01-21,4,1994000,0.09,179460,Furniture,Chairs & Chairmats
16866,Order Finished,Penelope Sewall,2012-02-06,43,4715817,0.06,282949,Technology,Telephones & Communication
17058,Order Returned,Gary Hwang,2011-01-01,15,145340,0.04,5814,Office Supplies,Paper
17508,Order Returned,Roy Skaria,2012-06-27,50,198160,0.01,1982,Office Supplies,Pens & Art Supplies
18592,Order Finished,Nora Pelletier,2012-09-30,2,51440,0.04,2058,Office Supplies,"Scissors, Rulers & Trimmers"
18851,Order Finished,Thea Hudgings,2012-12-16,32,408420,0.04,16337,Office Supplies,Paper
18853,Order Finished,Gary Hwang,2010-01-17,33,447760,0.03,13433,Office Supplies,Pens & Art Supplies
18884,Order Finished,Nora Pelletier,2011-06-24,5,262540,0.1,26254,Furniture,Chairs & Chairmats
19300,Order Finished,Denny Joy,2009-12-16,10,157440,0.1,15744,Office Supplies,Paper
19361,Order Finished,Valerie Takahito,2012-09-23,21,1577700,0.06,94662,Office Supplies,Binders & Binder Accessories
19557,Order Finished,Valerie Dominguez,2011-10-30,26,133200,0.08,10656,Office Supplies,Rubber Bands
19586,Order Finished,Gary Hwang,2012-11-01,36,141260,0.1,14126,Office Supplies,"Scissors, Rulers & Trimmers"
19718,Order Returned,Victor Price,2012-06-24,6,179500,0.03,5385,Technology,Office Machines
19744,Order Finished,Natalie Webber,2010-03-14,41,956760,0.09,86108,Office Supplies,Appliances
20069,Order Finished,Jack Garza,2009-09-26,6,494300,0.07,34601,Furniture,Office Furnishings
20103,Order Finished,Thais Sissman,2010-02-11,30,629860,0.0,0,Technology,Office Machines
20135,Order Finished,Susan Mac Kendrick,2009-06-30,44,230480,0.03,6914,Office Supplies,Labels
20166,Order Finished,Mick Crebagga,2009-03-04,6,1947724,0.1,194772,Technology,Telephones & Communication
20192,Order Finished,Henia Zydlo,2010-10-06,35,3249340,0.04,129974,Technology,Computer Peripherals
20229,Order Finished,Gary Hwang,2009-10-30,47,232120,0.1,23212,Office Supplies,Rubber Bands
20966,Order Finished,Mike Gockenbach,2010-09-18,10,78840,0.06,4730,Office Supplies,Pens & Art Supplies
21063,Order Finished,Mike Gockenbach,2011-04-15,49,754040,0.0,0,Office Supplies,Pens & Art Supplies
21412,Order Finished,Nora Pelletier,2011-07-13,38,274140,0.09,24673,Office Supplies,Binders & Binder Accessories
21442,Order Finished,Thea Hudgings,2009-12-25,48,5925920,0.02,118518,Furniture,Bookcases
21444,Order Finished,Maurice Satty,2011-04-15,17,68320,0.09,6149,Office Supplies,Pens & Art Supplies
21861,Order Finished,Tom Zandusky,2009-08-18,5,489800,0.06,29388,Technology,Computer Peripherals
21956,Order Finished,Natalie Webber,2011-02-01,2,250546,0.02,5011,Technology,Telephones & Communication
22051,Order Finished,Michael Moore,2011-12-30,39,418660,0.01,4187,Office Supplies,Paper
22085,Order Finished,Gary Hwang,2012-03-09,41,531220,0.1,53122,Office Supplies,Paper
22086,Order Finished,Jamie Frazer,2011-12-15,21,4078660,0.08,326293,Furniture,Chairs & Chairmats
22118,Order Finished,Natalie Webber,2009-01-18,50,5685080,0.05,284254,Office Supplies,Binders & Binder Accessories
22304,Order Finished,Joseph Airdo,2011-11-25,24,80480,0.1,8048,Office Supplies,Pens & Art Supplies
22919,Order Finished,Irene Maddox,2009-07-17,21,197540,0.07,13828,Office Supplies,Labels
23041,Order Finished,Tracy Zic,2010-07-20,21,347400,0.02,6948,Office Supplies,Binders & Binder Accessories
23232,Order Finished,Penelope Sewall,2010-04-16,15,1228300,0.03,36849,Technology,Computer Peripherals
23270,Order Finished,Mick Crebagga,2011-03-13,20,2920840,0.04,116834,Office Supplies,Appliances
23618,Order Finished,Jill Stevenson,2012-11-27,45,5203581,0.02,104072,Technology,Telephones & Communication
24033,Order Finished,Steven Ward,2011-01-02,50,2454360,0.0,0,Furniture,Office Furnishings
24066,Order Returned,Gary Hwang,2012-04-13,30,8557220,0.07,599005,Furniture,Bookcases
24162,Order Finished,Sean Braxton,2009-08-22,1,21880,0.08,1750,Office Supplies,Paper
24384,Order Finished,Linda Southworth,2011-03-26,44,410220,0.06,24613,Office Supplies,Labels
24448,Order Finished,Roy Skaria,2012-02-06,46,22072320,0.05,1103616,Furniture,Tables
24452,Order Finished,Valerie Takahito,2009-05-07,18,231420,0.08,18514,Office Supplies,Paper
24544,Order Finished,Tanja Norvell,2009-01-26,31,9174600,0.08,733968,Technology,Office Machines
24865,Order Finished,Valerie Takahito,2012-03-19,46,350460,0.04,14018,Office Supplies,Envelopes
24902,Order Returned,Mike Gockenbach,2010-05-26,43,449160,0.03,13475,Office Supplies,Paper
25348,Order Finished,Ryan Crowe,2012-05-09,6,686720,0.08,54938,Office Supplies,Appliances
25350,Order Finished,Troy Blackwell,2010-12-03,30,4955980,0.0,0,Office Supplies,Appliances
25541,Order Finished,Mike Gockenbach,2009-01-13,50,595520,0.07,41686,Office Supplies,Paper
25601,Order Finished,Valerie Dominguez,2009-01-05,43,514820,0.09,46334,Office Supplies,Storage & Organization
25828,Order Returned,Michael Oakman,2010-11-23,35,482860,0.01,4829,Office Supplies,"Scissors, Rulers & Trimmers"
26176,Order Finished,Gary Mc Garr,2011-11-19,14,188640,0.06,11318,Office Supplies,Paper
26337,Order Finished,Henry Goldwyn,2009-11-07,45,306540,0.08,24523,Office Supplies,Labels
26503,Order Finished,Thais Sissman,2011-04-21,47,1343560,0.1,134356,Office Supplies,Envelopes
26657,Order Finished,Troy Blackwell,2012-09-29,28,2215280,0.06,132917,Office Supplies,Binders & Binder Accessories
26787,Order Finished,Jamie Frazer,2011-09-19,25,2239820,0.08,179186,Office Supplies,Paper
26919,Order Finished,Mick Crebagga,2012-12-10,12,7069120,0.03,212074,Office Supplies,Appliances
26945,Order Finished,Mick Crebagga,2009-02-05,29,442660,0.0,0,Office Supplies,Paper
27364,Order Finished,Joseph Airdo,2011-05-20,25,148140,0.04,5926,Office Supplies,Binders & Binder Accessories
27460,Order Finished,Evan Bailliet,2009-05-12,7,1710060,0.08,136805,Furniture,Chairs & Chairmats
27717,Order Finished,Tracy Collins,2011-10-26,19,150380,0.05,7519,Office Supplies,Labels
27936,Order Finished,Irene Maddox,2011-07-07,23,2056320,0.07,143942,Technology,Telephones & Communication
28228,Order Finished,Meg Tillman,2012-07-11,5,692460,0.0,0,Office Supplies,Envelopes
28259,Order Finished,Thea Hudgings,2009-11-04,22,498480,0.06,29909,Technology,Computer Peripherals
28419,Order Returned,Rachel Payne,2009-10-31,9,267700,0.03,8031,Office Supplies,Storage & Organization
28614,Order Finished,Tanja Norvell,2009-10-19,50,15655020,0.05,782751,Technology,Computer Peripherals
28741,Order Finished,Craig Molinari,2011-02-28,13,140260,0.02,2805,Office Supplies,Paper
28769,Order Finished,Mike Gockenbach,2010-08-28,6,391500,0.02,7830,Technology,Computer Peripherals
28928,Order Returned,Nora Pelletier,2010-04-30,3,370320,0.02,7406,Office Supplies,Appliances
29058,Order Finished,Valerie Takahito,2010-01-03,43,575220,0.02,11504,Office Supplies,Paper
29127,Order Finished,Thea Hudgings,2009-03-31,18,62260,0.06,3736,Office Supplies,Pens & Art Supplies
29191,Order Finished,Penelope Sewall,2012-06-28,26,14403780,0.09,1296340,Furniture,Tables
29249,Order Finished,Joy Daniels,2011-06-13,12,6313200,0.1,631320,Furniture,Chairs & Chairmats
29347,Order Finished,Tanja Norvell,2012-08-12,50,4080780,0.07,285655,Office Supplies,Paper
29478,Order Finished,Russell D'Ascenzo,2010-04-09,15,545785,0.01,5458,Technology,Telephones & Communication
29991,Order Returned,Ryan Crowe,2012-10-05,41,246220,0.06,14773,Office Supplies,Labels
30853,Order Finished,Meg Tillman,2011-07-27,16,83040,0.06,4982,Office Supplies,Paper
30886,Order Finished,Linda Southworth,2012-05-12,28,10641140,0.02,212823,Office Supplies,Storage & Organization
31042,Order Finished,Tracy Zic,2012-11-19,26,6454760,0.05,322738,Furniture,Chairs & Chairmats
31078,Order Finished,Evan Bailliet,2009-02-10,7,208920,0.01,2089,Technology,Office Machines
31493,Order Finished,Gary Mc Garr,2009-10-17,8,224940,0.0,0,Furniture,Office Furnishings
31555,Order Finished,Jill Fjeld,2012-01-04,38,7063500,0.0,0,Furniture,Office Furnishings
31744,Order Finished,Rachel Payne,2012-09-09,12,173380,0.0,0,Office Supplies,Paper
31842,Order Finished,Joy Daniels,2010-07-16,9,314520,0.06,18871,Technology,Computer Peripherals
31910,Order Finished,Craig Molinari,2009-10-29,6,375275,0.03,11258,Technology,Telephones & Communication
32519,Order Finished,Jill Stevenson,2010-10-08,8,170720,0.09,15365,Office Supplies,Appliances
32647,Order Finished,Rick Bensley,2011-11-18,32,1343500,0.07,94045,Technology,Computer Peripherals
32966,Order Returned,Steven Cartwright,2012-01-26,4,2070400,0.08,165632,Technology,Office Machines
33218,Order Finished,Eric Hoffmann,2010-01-06,25,227600,0.07,15932,Office Supplies,Binders & Binder Accessories
33285,Order Finished,Michael Oakman,2012-01-19,5,133840,0.01,1338,Office Supplies,Storage & Organization
33479,Order Finished,Penelope Sewall,2012-09-18,24,323740,0.04,12950,Office Supplies,Paper
33537,Order Finished,Mick Crebagga,2010-08-13,26,90760,0.07,6353,Office Supplies,Pens & Art Supplies
33569,Order Finished,Matthew Clasen,2009-08-28,9,247840,0.09,22306,Furniture,Office Furnishings
33571,Order Finished,Steven Ward,2011-10-11,1,14300,0.03,429,Furniture,Office Furnishings
33637,Order Returned,Michael Oakman,2012-11-24,35,384420,0.07,26909,Furniture,Office Furnishings
33670,Order Finished,Mick Crebagga,2012-04-27,50,415080,0.03,12452,Office Supplies,Pens & Art Supplies
33794,Order Finished,Ryan Crowe,2011-02-22,18,185540,0.06,11132,Furniture,Office Furnishings
33857,Order Finished,Troy Blackwell,2010-04-29,18,260320,0.0,0,Office Supplies,Paper
34400,Order Finished,Joy Daniels,2012-12-24,25,185060,0.01,1851,Office Supplies,Pens & Art Supplies
34407,Order Finished,Rachel Payne,2010-07-31,41,2969780,0.03,89093,Office Supplies,Envelopes
34432,Order Finished,Nora Pelletier,2009-04-07,20,488780,0.08,39102,Office Supplies,Labels
34497,Order Finished,Thomas Brumley,2009-03-10,36,350700,0.1,35070,Office Supplies,Paper
34498,Order Finished,Phillip Flathmann,2009-02-15,4,94240,0.09,8482,Office Supplies,Envelopes
35045,Order Finished,Darrin Martin,2012-04-02,44,1130020,0.1,113002,Office Supplies,Storage & Organization
35265,Order Finished,Sean Braxton,2010-11-29,4,251560,0.02,5031,Office Supplies,Binders & Binder Accessories
35461,Order Finished,Julie Kriz,2009-06-01,11,97500,0.08,7800,Office Supplies,Binders & Binder Accessories
35590,Order Finished,Ryan Crowe,2012-12-02,4,847900,0.0,0,Technology,Computer Peripherals
35687,Order Returned,Gary Hwang,2011-11-18,48,1240460,0.06,74428,Furniture,Office Furnishings
35776,Order Finished,Gene Mc Clure,2009-02-04,9,237320,0.05,11866,Office Supplies,Binders & Binder Accessories
35782,Order Finished,Julie Kriz,2011-08-05,42,12854360,0.09,1156892,Office Supplies,Binders & Binder Accessories
35813,Order Finished,Tracy Collins,2009-04-21,21,15683140,0.05,784157,Office Supplies,Appliances
36003,Order Finished,Linda Southworth,2010-10-31,40,414840,0.04,16594,Office Supplies,Binders & Binder Accessories
36102,Order Finished,Gene Mc Clure,2010-05-20,36,922800,0.03,27684,Furniture,Office Furnishings
36295,Order Finished,Nora Pelletier,2010-09-04,10,556200,0.09,50058,Office Supplies,Binders & Binder Accessories
36323,Order Finished,Maurice Satty,2010-10-18,5,171780,0.08,13742,Technology,Computer Peripherals
36354,Order Finished,Henia Zydlo,2012-06-05,13,9134720,0.07,639430,Office Supplies,Appliances
36512,Order Finished,Sean Braxton,2012-03-28,30,20827340,0.04,833094,Furniture,Chairs & Chairmats
36932,Order Returned,Troy Blackwell,2009-07-07,20,1337600,0.04,53504,Office Supplies,Storage & Organization
37025,Order Finished,Tracy Collins,2009-11-10,37,1283780,0.03,38513,Technology,Computer Peripherals
37124,Order Finished,Julie Kriz,2012-03-30,33,42411000,0.1,4241100,Technology,Copiers & Fax
37696,Order Finished,Valerie Dominguez,2009-07-09,5,48180,0.04,1927,Office Supplies,Binders & Binder Accessories
37702,Order Finished,Linda Southworth,2011-06-10,44,1203560,0.05,60178,Office Supplies,Storage & Organization
37794,Order Finished,Michael Oakman,2009-03-24,6,121340,0.08,9707,Furniture,Office Furnishings
37987,Order Finished,Michael Moore,2009-07-03,26,598140,0.1,59814,Office Supplies,Labels
38340,Order Finished,Tanja Norvell,2009-01-20,36,4334100,0.02,86682,Office Supplies,Appliances
38786,Order Finished,Thomas Brumley,2011-06-18,10,472340,0.09,42511,Furniture,Office Furnishings
38852,Order Finished,Eric Barreto,2009-11-01,25,304620,0.03,9139,Office Supplies,Binders & Binder Accessories
39008,Order Finished,Nick Radford,2011-04-28,28,7165580,0.0,0,Furniture,Chairs & Chairmats
39331,Order Finished,Gene Mc Clure,2011-09-13,23,298800,0.06,17928,Office Supplies,Binders & Binder Accessories
39399,Order Finished,Sanjit Engle,2012-12-17,28,607940,0.1,60794,Office Supplies,Binders & Binder Accessories
39876,Order Finished,Jill Stevenson,2012-04-13,43,32539640,0.08,2603171,Office Supplies,Binders & Binder Accessories
40032,Order Finished,Michael Oakman,2012-11-30,9,46600240,0.06,2796014,Technology,Office Machines
40261,Order Finished,Evan Bailliet,2009-11-04,36,662740,0.03,19882,Office Supplies,Paper
40706,Order Finished,Nora Pelletier,2012-01-21,40,222080,0.08,17766,Office Supplies,Labels
40708,Order Finished,Toby Knight,2009-10-12,15,207100,0.03,6213,Office Supplies,Pens & Art Supplies
40964,Order Finished,Nick Radford,2011-05-23,40,602240,0.0,0,Office Supplies,"Scissors, Rulers & Trimmers"
42243,Order Finished,Phillip Flathmann,2012-03-11,42,3752180,0.02,75044,Office Supplies,Binders & Binder Accessories
42437,Order Finished,Denny Joy,2012-03-05,43,38923600,0.06,2335416,Technology,Copiers & Fax
42887,Order Finished,Tracy Collins,2012-06-10,3,71360,0.01,714,Office Supplies,Envelopes
43137,Order Finished,Linda Southworth,2011-02-26,40,12138100,0.05,606905,Office Supplies,Storage & Organization
43554,Order Finished,Rachel Payne,2009-10-30,9,68360,0.06,4102,Office Supplies,Paper
43782,Order Finished,Rick Bensley,2010-11-13,27,388700,0.0,0,Office Supplies,Binders & Binder Accessories
43904,Order Finished,Michael Oakman,2010-05-01,43,827660,0.08,66213,Technology,Computer Peripherals
43906,Order Finished,Valerie Dominguez,2012-02-08,50,7202140,0.04,288086,Technology,Computer Peripherals
44064,Order Finished,Theresa Swint,2010-03-03,43,936960,0.07,65587,Office Supplies,Paper
44224,Order Finished,Natalie Webber,2010-08-09,32,397400,0.1,39740,Technology,Computer Peripherals
44325,Order Finished,Maribeth Schnelling,2009-02-10,44,1902660,0.0,0,Furniture,Office Furnishings
44422,Order Finished,Thais Sissman,2012-04-13,1,31440,0.0,0,Office Supplies,Appliances
44609,Order Finished,Michael Oakman,2011-06-18,28,1050800,0.08,84064,Office Supplies,Pens & Art Supplies
44935,Order Finished,Arthur Gainer,2010-11-17,37,199300,0.01,1993,Office Supplies,Rubber Bands
45127,Order Returned,Theresa Swint,2012-12-30,10,28300,0.1,2830,Office Supplies,Rubber Bands
45413,Order Finished,Eric Barreto,2010-06-08,18,171480,0.03,5144,Office Supplies,Binders & Binder Accessories
45571,Order Finished,Rick Bensley,2012-09-23,43,1057060,0.05,52853,Office Supplies,Storage & Organization
45575,Order Finished,Eric Barreto,2012-04-12,46,7698340,0.06,461900,Office Supplies,Envelopes
45794,Order Returned,Rick Bensley,2011-09-24,28,2416700,0.0,0,Technology,Computer Peripherals
45860,Order Finished,Matthew Clasen,2012-08-12,12,139940,0.01,1399,Office Supplies,Paper
46021,Order Finished,Theresa Swint,2009-03-02,1,398960,0.08,31917,Furniture,Bookcases
46147,Order Finished,Mick Crebagga,2011-01-15,37,1851600,0.01,18516,Office Supplies,Binders & Binder Accessories
46211,Order Finished,Gary Hwang,2010-06-11,47,2487040,0.08,198963,Furniture,Office Furnishings
46241,Order Finished,Thea Hudgings,2009-03-14,34,3865160,0.1,386516,Furniture,Office Furnishings
46244,Order Finished,Arthur Gainer,2009-07-02,10,1203140,0.09,108283,Furniture,Chairs & Chairmats
46305,Order Finished,Sue Ann Reed,2011-07-30,30,599320,0.08,47946,Office Supplies,Binders & Binder Accessories
46372,Order Finished,Tanja Norvell,2011-02-26,7,751140,0.02,15023,Office Supplies,Binders & Binder Accessories
46656,Order Finished,Nora Pelletier,2009-07-16,27,1273400,0.1,127340,Office Supplies,Binders & Binder Accessories
46721,Order Finished,Nick Radford,2009-09-13,17,285880,0.03,8576,Office Supplies,Binders & Binder Accessories
46852,Order Returned,Sean Braxton,2012-01-28,46,3183780,0.02,63676,Technology,Computer Peripherals
46949,Order Finished,Mick Crebagga,2010-03-07,37,638780,0.03,19163,Technology,Computer Peripherals
46951,Order Finished,Katherine Ducich,2011-11-17,26,4758657,0.09,428279,Technology,Telephones & Communication
47075,Order Finished,Mick Crebagga,2011-10-17,42,8693960,0.05,434698,Furniture,Bookcases
47399,Order Finished,Rick Bensley,2012-08-01,26,291520,0.0,0,Office Supplies,Binders & Binder Accessories
47493,Order Finished,Michael Moore,2009-02-11,36,19514960,0.07,1366047,Furniture,Chairs & Chairmats
47777,Order Finished,Tom Zandusky,2012-11-25,13,175820,0.05,8791,Office Supplies,Paper
47844,Order Finished,Tanja Norvell,2010-12-12,41,11648020,0.1,1164802,Furniture,Chairs & Chairmats
47941,Order Finished,Evan Bailliet,2009-08-08,15,2374305,0.03,71229,Technology,Telephones & Communication
48423,Order Finished,Henia Zydlo,2012-10-31,49,828220,0.08,66258,Office Supplies,Envelopes
48837,Order Finished,Tanja Norvell,2011-07-18,39,9599577,0.09,863962,Technology,Telephones & Communication
48993,Order Finished,Russell D'Ascenzo,2012-05-31,17,244840,0.08,19587,Office Supplies,Paper
49123,Order Returned,Mick Crebagga,2009-02-25,31,611520,0.1,61152,Office Supplies,Binders & Binder Accessories
49220,Order Finished,Evan Bailliet,2011-08-13,13,819940,0.07,57396,Office Supplies,Appliances
49409,Order Finished,Natalie Webber,2011-08-16,28,2915560,0.04,116622,Technology,Computer Peripherals
49479,Order Finished,Victor Price,2011-07-27,46,11230800,0.07,786156,Technology,Office Machines
49600,Order Finished,Troy Blackwell,2011-03-07,33,3384060,0.1,338406,Office Supplies,Paper
50242,Order Finished,Ross Baird,2010-07-19,8,2783529,0.08,222682,Technology,Telephones & Communication
50275,Order Finished,Gary Hwang,2009-12-05,5,19408740,0.03,582262,Technology,Office Machines
50403,Order Finished,Katherine Ducich,2012-05-12,22,285760,0.08,22861,Office Supplies,Paper
50405,Order Finished,Theresa Swint,2011-07-02,8,1752020,0.07,122641,Office Supplies,Storage & Organization
50464,Order Finished,Natalie Webber,2011-09-27,7,211880,0.07,14832,Office Supplies,Binders & Binder Accessories
50465,Order Finished,Thais Sissman,2011-03-11,29,2674160,0.1,267416,Office Supplies,Storage & Organization
50469,Order Finished,Harry Marie,2010-06-19,44,1678380,0.0,0,Technology,Office Machines
50789,Order Returned,Tracy Collins,2011-03-12,23,17347800,0.1,1734780,Office Supplies,Binders & Binder Accessories
51044,Order Finished,Linda Southworth,2012-01-18,17,311780,0.1,31178,Office Supplies,Envelopes
51302,Order Returned,Tracy Collins,2011-08-24,44,335100,0.03,10053,Office Supplies,Labels
51392,Order Finished,Jamie Frazer,2009-11-12,10,509780,0.09,45880,Technology,Computer Peripherals
51650,Order Finished,Rachel Payne,2011-06-01,25,940220,0.08,75218,Office Supplies,Paper
